input_text,intent,subject,action,concept,split
I'm really tired.,statement,me,feel,tired,validation
I wanna go to the train.,statement,me,move,train,train
D'you need medicine?,question,you,need,medicine,train
I'm going to the gym,statement,me,move,unknown_concept,train
"We need medicine, please",request,me,need,medicine,validation
"Don't move, car nearby.",alert,you,danger,car,train
Would You guys like food,question,you,need,food,train
Are You guys going to the home,question,you,move,home,test
Would You guys like something,question,you,need,none,train
I wanna go to the restaurant.,statement,me,move,restaurant,test
Give me my wallet.,request,me,need,wallet,train
Do you need florn?,question,you,need,unknown_concept,test
Nod if you understand.,request,you,communicate,none,train
Does Your dad need bathroom?,question,other,need,bathroom,train
Can you grab my food?,request,you,need,food,test
My dad is cooking,statement,other,do,none,train
Are You all going to the train,question,you,move,train,train
Take me to the bus,request,me,move,bus,train
We don't need painkillers,statement,me,need,painkillers,validation
"Uh, we're really cold.",statement,me,feel,cold,train
"Well, me want painkillers.",request,me,need,painkillers,train
What does she want,question,other,need,none,train
"Okay, does She need phone?",question,other,need,phone,train
"Well, you guys are happy.",statement,you,feel,happy,train
"So, i go to the school.",statement,me,move,school,train
"Well, i want wallet.",request,me,need,wallet,train
I'm heading to the train,statement,me,move,train,train
My mom doesn't need medicine,statement,other,need,medicine,train
Come here.,request,you,move,none,train
You charging my phone?,question,you,do,none,train
There's a train right in front of you,alert,you,danger,train,train
"Uh, watch out for the bus.",alert,you,danger,bus,train
She is knitting,statement,other,do,none,train
I agree.,statement,me,communicate,none,train
"Well, she is exercising.",statement,other,do,none,train
What did They do,question,other,do,none,train
Can we start over?,request,you,communicate,none,train
Are you dancing,question,you,do,none,train
Are you gardening,question,you,do,none,train
"Um, go to the restaurant.",request,you,move,restaurant,train
"Careful, something's there.",alert,you,danger,none,train
We're cooking.,statement,me,do,none,train
Could I have some bathroom?,request,me,need,bathroom,train
"Okay, does They need medicine?",question,other,need,medicine,train
We need to go to the bus.,statement,me,move,bus,train
She is watching something,statement,other,do,none,train
"Okay, go to the bus.",request,you,move,bus,train
"Slow down, train ahead.",alert,you,danger,train,train
He needs a remote control.,statement,other,need,unknown_concept,test
We wanna go to the restaurant.,statement,me,move,restaurant,test
I'm going to the train.,statement,me,move,train,train
We want keys.,request,me,need,keys,train
I'd really appreciate some food,request,me,need,food,validation
"Well, watch out for the bluewidget.",alert,you,danger,unknown_concept,train
Can you grab my wallet?,request,you,need,wallet,train
There is a glorp ahead.,alert,you,danger,unknown_concept,train
Tell me your name,request,you,communicate,name,train
She is heading to the office.,statement,other,move,office,train
He's gonna the warehouse.,statement,other,move,unknown_concept,train
Me want phone.,request,me,need,phone,train
My dad agrees,statement,other,communicate,none,train
"Um, me am walking to the office.",statement,me,move,office,train
Are You guys going to the garden?,question,you,move,garden,train
We're walking to the train,statement,me,move,train,train
She is goin' to the car.,statement,other,move,car,train
Do You all need something?,question,you,need,none,test
Your dad is resting,statement,other,do,none,train
We need keys.,request,me,need,keys,train
"Look out, pole ahead!",alert,you,danger,pole,test
Are you gonna the car?,question,you,move,car,train
Where's the painkillers,question,you,need,painkillers,train
She isn't happy.,statement,other,feel,happy,validation
Medicine?,question,me,communicate,medicine,train
The ground is slippery here.,alert,you,danger,none,train
She needs something.,statement,other,need,none,train
Are you going to glorp?,question,you,move,unknown_concept,train
She isn't sick.,statement,other,feel,sick,train
"Well, we need water, please.",request,me,need,water,train
What is My mom doing?,question,other,do,none,train
We're really happy,statement,me,feel,happy,train
They are listening to something,statement,other,do,none,train
Give me my wallet,request,me,need,wallet,train
Me want bathroom,request,me,need,bathroom,train
Me am cold,statement,me,feel,cold,train
Me am not gonna the train.,statement,me,move,train,test
Fetch my water.,request,me,need,water,train
He needs something.,statement,other,need,none,train
Are You all going to the school,question,you,move,school,train
Give me my phone.,request,me,need,phone,train
Could you confirm that?,request,you,communicate,none,train
He isn't tired,statement,other,feel,tired,train
You guys need keys,statement,you,need,keys,train
Are you resting,question,you,do,none,train
D'you remember my name?,question,you,communicate,name,train
Does Your dad need something?,question,other,need,none,train
Are You guys tired?,question,you,feel,tired,train
My dad is cleaning,statement,other,do,none,train
She isn't sad.,statement,other,feel,sad,train
Don't touch the stairs.,alert,you,danger,stairs,train
See you later,statement,me,communicate,none,train
"Okay, i'm washing dishes.",statement,me,do,none,train
My dad is gonna the train.,statement,other,move,train,train
We go to the school,statement,me,move,school,train
Give me the medicine,request,me,need,medicine,train
Is Your dad cold,question,other,feel,cold,train
I'm going to help you.,statement,me,do,none,train
Is She happy?,question,other,feel,happy,train
They isn't going anywhere.,statement,other,move,none,train
My mom is sad.,statement,other,feel,sad,validation
We're not sure how I feel.,statement,me,feel,none,train
Is she done yet,question,other,do,none,train
You don't need water,statement,you,need,water,train
"So, you aren't hot.",statement,you,feel,hot,train
I'm going to the observatory,statement,me,move,unknown_concept,train
They is resting,statement,other,do,none,train
There's something I want to say,statement,me,communicate,none,train
I'm starting to feel cold.,statement,me,feel,cold,train
You going to the bus?,question,you,move,bus,validation
Your dad doesn't need phone,statement,other,need,phone,train
"Uh, can you understand me?",question,you,communicate,none,train
"Well, you don't need water.",statement,you,need,water,train
"Uh, me need phone.",request,me,need,phone,train
We're walking to the restaurant,statement,me,move,restaurant,train
Don't touch the car,alert,you,danger,car,test
D'you need bathroom?,question,you,need,bathroom,train
I feel cold.,statement,me,feel,cold,train
you need something?,question,you,need,none,test
I'm going to the salon.,statement,me,move,unknown_concept,train
We need to go to the car.,statement,me,move,car,train
Your dad is painting,statement,other,do,none,train
You are sick,statement,you,feel,sick,train
"Okay, you guys don't need phone.",statement,you,need,phone,train
My mom is packing,statement,other,do,none,train
Give me snarple,request,me,need,unknown_concept,test
"Look out, pole ahead",alert,you,danger,pole,test
Your dad is packing.,statement,other,do,none,train
I'm watering plants,statement,me,do,none,train
"So, he needs zibbit.",statement,other,need,unknown_concept,train
Mind the stairs.,alert,you,danger,stairs,train
They are cleaning,statement,other,do,none,train
Could I have some keys?,request,me,need,keys,train
My mom is gonna the hospital.,statement,other,move,hospital,train
Would you mind getting my wallet,request,you,need,wallet,train
Are you shopping?,question,you,do,none,train
Fire?,question,me,communicate,fire,train
What time do we leave?,question,me,communicate,time,validation
Me go to the school,statement,me,move,school,train
I'm goin' to the school.,statement,me,move,school,train
You aren't sad,statement,you,feel,sad,train
I go to the garden,statement,me,move,garden,test
I need my food,request,me,need,food,train
I need a soldering iron.,request,me,need,unknown_concept,train
Is She hot?,question,other,feel,hot,train
I need medicine.,request,me,need,medicine,train
Your dad is confused,statement,other,communicate,none,train
He needs medicine.,statement,other,need,medicine,train
Would You all like something,question,you,need,none,train
Your dad is busy,statement,other,do,none,train
My mom doesn't need wallet.,statement,other,need,wallet,train
"We need medicine, please.",request,me,need,medicine,validation
Could I get keys,request,me,need,keys,test
We're walking to the home.,statement,me,move,home,train
Time?,question,me,communicate,time,train
"Me need wallet, please",request,me,need,wallet,train
Me really need bathroom.,request,me,need,bathroom,test
Are you going to quombat?,question,you,move,unknown_concept,train
My dad isn't going anywhere,statement,other,move,none,train
Me am walking to the car.,statement,me,move,car,train
What is They doing?,question,other,do,none,train
Tell My dad to be careful,alert,other,danger,none,train
You all are cold,statement,you,feel,cold,train
I'd really appreciate some medicine,request,me,need,medicine,test
Are you going to the school?,question,you,move,school,train
He is tired.,statement,other,feel,tired,train
Is He sick?,question,other,feel,sick,train
I'm really hot.,statement,me,feel,hot,train
Where's my painkillers? I need it,request,me,need,painkillers,train
He's gonna the workshop.,statement,other,move,unknown_concept,train
My mom is sweeping,statement,other,do,none,train
Your dad is tired.,statement,other,feel,tired,train
I need phone,request,me,need,phone,train
Did I say that right?,question,you,communicate,none,test
Could you grab my painkillers?,request,you,need,painkillers,test
"Slow down, pole ahead",alert,you,danger,pole,train
You going to the chapel?,question,you,move,unknown_concept,train
Have you got any keys,question,you,need,keys,train
"Uh, she is resting.",statement,other,do,none,train
My mom is heading to the restaurant,statement,other,move,restaurant,train
I'm not goin' to the home.,statement,me,move,home,validation
Do you need glorp,question,you,need,unknown_concept,test
"I smell smoke, there might be a fire",alert,me,danger,fire,train
Are You all goin' to the train?,question,you,move,train,train
He's going to check something,statement,other,do,none,train
Does My dad need keys,question,other,need,keys,train
"Um, me am going to the car.",statement,me,move,car,train
"So, my dad is working.",statement,other,do,none,train
He is organizing my things,statement,other,do,none,train
They are packing,statement,other,do,none,train
My dad is working,statement,other,do,none,train
"Um, take me to the bus.",request,me,move,bus,train
Would you like food?,question,you,need,food,train
Do you need the resistor?,question,you,need,unknown_concept,validation
I'm not cold.,statement,me,feel,cold,train
"Um, we really need food.",request,me,need,food,test
My mom is reading.,statement,other,do,none,train
"So, my dad is heading to the office.",statement,other,move,office,train
"Um, fetch my painkillers.",request,me,need,painkillers,train
"Well, take me to the garden.",request,me,move,garden,train
There's a car on your right.,alert,you,danger,car,train
There's a train on your left.,alert,you,danger,train,test
Are You all sad?,question,you,feel,sad,train
D'you need glorp?,question,you,need,unknown_concept,test
"Well, are you free to talk?",question,you,communicate,none,test
Me am going to the hospital.,statement,me,move,hospital,train
"Help, emergency!",alert,you,danger,none,train
I'm getting really sick,statement,me,feel,sick,validation
"Well, my mom isn't sick.",statement,other,feel,sick,train
Me don't need painkillers.,statement,me,need,painkillers,validation
Can you grab my water,request,you,need,water,train
"Um, me need painkillers.",request,me,need,painkillers,validation
He is leaving,statement,other,move,none,train
You all aren't sad.,statement,you,feel,sad,train
Emergency,alert,you,danger,none,train
You cold?,question,you,feel,cold,validation
Give me plexinator.,request,me,need,unknown_concept,test
"Uh, keep doing that.",request,you,do,none,test
I'm confused.,statement,me,communicate,none,train
We want phone,request,me,need,phone,train
We're heading to the restaurant,statement,me,move,restaurant,train
Are you vacuuming,question,you,do,none,train
Are you finished yet,question,you,do,none,train
"Stop right there, bus",alert,you,danger,bus,train
They are mopping.,statement,other,do,none,train
"Uh, what are you doing?",question,you,do,none,train
"So, my mom is making coffee.",statement,other,do,none,train
"Stop, there's a train.",alert,you,danger,train,train
He's going to the chapel.,statement,other,move,unknown_concept,train
you want water?,question,you,need,water,train
Do you need the battery pack?,question,you,need,unknown_concept,validation
"Um, me am heading to the bus.",statement,me,move,bus,train
I'm gonna the home.,statement,me,move,home,test
He is going to the car,statement,other,move,car,train
I'm heading to the warehouse.,statement,me,move,unknown_concept,train
He is gonna the office.,statement,other,move,office,train
"So, hand me my painkillers.",request,me,need,painkillers,train
"So, she is dancing.",statement,other,do,none,train
Does They need painkillers?,question,other,need,painkillers,train
You making coffee?,question,you,do,none,train
My mom is listening to something.,statement,other,do,none,train
Are you going to the clinic?,question,you,move,unknown_concept,train
Can you understand me?,question,you,communicate,none,train
She isn't cold.,statement,other,feel,cold,train
It's not safe here,alert,you,danger,none,train
"Well, me feel tired.",statement,me,feel,tired,train
Me am cold.,statement,me,feel,cold,train
Does She need food,question,other,need,food,validation
"Well, what d'you want?",question,you,need,none,train
She is exercising.,statement,other,do,none,train
"Okay, i'm heading to the observatory.",statement,me,move,unknown_concept,train
I'm proud of you.,statement,me,communicate,none,train
Give me the power bank.,request,me,need,unknown_concept,test
Do you want food,question,you,need,food,train
I don't need phone,statement,me,need,phone,train
I don't need keys.,statement,me,need,keys,train
Me am going somewhere,statement,me,move,none,train
Do you have a second,question,you,communicate,none,train
"So, my dad isn't sick.",statement,other,feel,sick,train
You don't need painkillers.,statement,you,need,painkillers,train
Be careful of the pole.,alert,you,danger,pole,train
She is busy.,statement,other,do,none,train
Are you sweeping,question,you,do,none,train
My mom needs food,statement,other,need,food,train
"Uh, let's go to the car.",request,me,move,car,train
We're going to the office,statement,me,move,office,train
Your dad is making tea,statement,other,do,none,train
She is hot.,statement,other,feel,hot,validation
I was just saying hi.,statement,me,communicate,none,validation
Does My dad need medicine?,question,other,need,medicine,train
He should watch out,alert,other,danger,none,train
you know what time it is?,question,you,communicate,time,validation
We're leaving,statement,me,move,none,train
My mom is going to the home.,statement,other,move,home,train
"So, are you busy?",question,you,do,none,train
Are you sad?,question,you,feel,sad,train
Are You guys tired,question,you,feel,tired,train
"Um, i'm going to the depot.",statement,me,move,unknown_concept,train
I want to go to the restaurant,statement,me,move,restaurant,test
"Uh, don't touch the bus.",alert,you,danger,bus,test
Whatcha doing,question,you,do,none,validation
Train coming your way,alert,you,danger,train,train
Happy?,question,me,communicate,happy,train
He doesn't need painkillers.,statement,other,need,painkillers,train
I'm walking to the restaurant,statement,me,move,restaurant,train
Does She need keys,question,other,need,keys,train
That's not true,statement,me,communicate,none,train
Do you need painkillers,question,you,need,painkillers,train
"Um, they are stretching.",statement,other,do,none,train
She's going to ask him.,statement,other,do,none,train
My mom is heading to the home,statement,other,move,home,train
"Uh, can you grab my phone?",request,you,need,phone,validation
What are you doing now?,question,you,do,none,train
We feel cold.,statement,me,feel,cold,train
Yeah.,statement,me,communicate,none,train
Danger ahead,alert,you,danger,none,train
He needs florn,statement,other,need,unknown_concept,train
We're heading to the bus,statement,me,move,bus,train
You going to the station?,question,you,move,unknown_concept,train
My dad isn't tired,statement,other,feel,tired,train
Is Your dad tired,question,other,feel,tired,train
He's going to the restaurant,statement,other,move,restaurant,train
You guys are hot.,statement,you,feel,hot,train
What're you doing?,question,you,do,none,train
"Okay, they are painting.",statement,other,do,none,train
"Well, your dad isn't happy.",statement,other,feel,happy,validation
You all don't need anything.,statement,you,need,none,train
"Well, do you need the battery pack?",question,you,need,unknown_concept,validation
I need plexinator.,request,me,need,unknown_concept,train
I'm goin' to the airport.,statement,me,move,unknown_concept,train
I'm not going to the school.,statement,me,move,school,train
My mom is goin' to the office.,statement,other,move,office,train
I'm sad,statement,me,feel,sad,train
Still don't get it,statement,me,communicate,none,train
She needs painkillers,statement,other,need,painkillers,train
I'm out of painkillers,statement,me,need,painkillers,validation
What's up?,question,you,communicate,none,train
Bring me some food.,request,me,need,food,train
"Well, does She need something?",question,other,need,none,train
Are you charging my phone?,question,you,do,none,train
Get away from the stairs.,alert,you,danger,stairs,validation
I'm not gonna the car.,statement,me,move,car,validation
Would you like painkillers,question,you,need,painkillers,train
Me am really sad,statement,me,feel,sad,validation
Your dad is vacuuming.,statement,other,do,none,train
Do you need snarple?,question,you,need,unknown_concept,test
Me need to go to the hospital,statement,me,move,hospital,train
He doesn't need bathroom.,statement,other,need,bathroom,train
I go to the office.,statement,me,move,office,validation
"Okay, he's going to the airport.",statement,other,move,unknown_concept,train
Can I have some water,request,me,need,water,train
I need a resistor,request,me,need,unknown_concept,train
Something's blocking the path,alert,you,danger,none,train
We want medicine.,request,me,need,medicine,train
I'm watching something.,statement,me,do,none,train
"Hold up, stairs right there.",alert,you,danger,stairs,train
She is goin' to the office.,statement,other,move,office,train
It's okay,statement,me,communicate,none,train
I need painkillers.,request,me,need,painkillers,validation
I'm kind of cold,statement,me,feel,cold,train
you need wallet?,question,you,need,wallet,test
I'm working,statement,me,do,none,train
Where's my phone? I need it,request,me,need,phone,train
She is shopping.,statement,other,do,none,train
We feel hot.,statement,me,feel,hot,train
"So, she isn't hot.",statement,other,feel,hot,train
"Look out, bus ahead",alert,you,danger,bus,validation
"So, give me the medicine.",request,me,need,medicine,train
Me wanna go to the garden.,statement,me,move,garden,train
Let's start again.,question,you,communicate,none,train
"Uh, i go to the school.",statement,me,move,school,train
She is goin' to the garden.,statement,other,move,garden,train
I am gonna get some sleep.,statement,me,do,none,train
I'm out of phone,statement,me,need,phone,train
My dad doesn't need water.,statement,other,need,water,train
Do you need wallet,question,you,need,wallet,test
I'm kind of happy,statement,me,feel,happy,test
They is going to the car.,statement,other,move,car,train
You guys don't need bathroom,statement,you,need,bathroom,train
"Don't move, car nearby",alert,you,danger,car,train
I need keys,request,me,need,keys,train
I'm hot,statement,me,feel,hot,train
Zibbit.,statement,me,communicate,unknown_concept,train
Do we agree,question,you,communicate,none,train
Get away from the pole,alert,you,danger,pole,train
Can we go now,request,you,move,none,train
Food,statement,me,communicate,food,train
You guys need medicine,statement,you,need,medicine,train
"We need water, please",request,me,need,water,train
Your dad is goin' to the school.,statement,other,move,school,train
Watch out for the stairs,alert,you,danger,stairs,train
I want to go to the bus.,statement,me,move,bus,train
Hot.,statement,me,communicate,hot,train
What does he need,question,other,need,none,validation
My mom is resting,statement,other,do,none,train
We're goin' to the car.,statement,me,move,car,train
How is My dad,question,other,feel,none,train
Give me the microcontroller.,request,me,need,unknown_concept,test
My dad isn't hot,statement,other,feel,hot,train
I'm waiting,statement,me,do,none,train
"Okay, stop, there's a car.",alert,you,danger,car,train
Do You guys want bathroom,question,you,need,bathroom,train
Give me the circuit board,request,me,need,unknown_concept,test
He is gonna the garden.,statement,other,move,garden,train
"So, your dad is going to the home.",statement,other,move,home,train
I'm stretching.,statement,me,do,none,train
I'm unpacking.,statement,me,do,none,train
Is this a good time to talk,question,you,communicate,none,test
He is cold.,statement,other,feel,cold,train
There's a pole right in front of you.,alert,you,danger,pole,train
Let's go to the office.,request,me,move,office,train
"Hold up, pole right there.",alert,you,danger,pole,train
Your dad needs painkillers.,statement,other,need,painkillers,train
He needs a wrench.,statement,other,need,unknown_concept,test
What did you say?,question,you,communicate,none,train
"Well, i think there's a stairs nearby.",alert,me,danger,stairs,train
Your dad is going to the restaurant.,statement,other,move,restaurant,train
Please bring me phone,request,me,need,phone,train
Left.,statement,me,communicate,left,test
You're wrong.,statement,me,communicate,none,train
I'm gonna help you.,statement,me,do,none,train
Could you help me with something,request,you,need,none,train
My mom is making coffee,statement,other,do,none,train
I could use some medicine,request,me,need,medicine,train
Go to the hospital,request,you,move,hospital,validation
They are ironing.,statement,other,do,none,train
I'm goin' to the chapel.,statement,me,move,unknown_concept,train
That's confusing,statement,me,communicate,none,train
There's a stairs on your right.,alert,you,danger,stairs,train
Your dad is going to the garden,statement,other,move,garden,train
You don't need anything,statement,you,need,none,train
I really need something,request,me,need,none,test
He is stretching,statement,other,do,none,train
Your dad is cooking.,statement,other,do,none,train
D'you need the sensor module?,question,you,need,unknown_concept,validation
Give me the circuit board.,request,me,need,unknown_concept,test
Huh,question,you,communicate,none,train
I am going to finish this.,statement,me,do,none,train
My dad is unpacking,statement,other,do,none,train
What is your father's time?,question,you,communicate,time,train
They is heading to the restaurant.,statement,other,move,restaurant,train
you need help with anything?,question,you,need,none,train
"So, are you going anywhere?",question,you,move,none,train
I'm not going to the restaurant.,statement,me,move,restaurant,train
He's going to clean up.,statement,other,do,none,train
"Um, i am going to ask him.",statement,me,do,none,train
You all are happy,statement,you,feel,happy,train
"Okay, are you going to the school?",question,you,move,school,train
"Um, she is drawing.",statement,other,do,none,train
"Uh, we go to the bus.",statement,me,move,bus,train
Do You guys want water,question,you,need,water,train
"Careful, there are stairs going down.",alert,you,danger,stairs,train
I'd really appreciate some bathroom,request,me,need,bathroom,test
He is cooking.,statement,other,do,none,train
Could I get food,request,me,need,food,train
Are you resting?,question,you,do,none,train
"Uh, my dad needs food.",statement,other,need,food,train
I could use some food.,request,me,need,food,train
Me am goin' to the office.,statement,me,move,office,train
Is Your dad okay?,question,other,feel,none,train
What is he doing?,question,other,do,none,train
"Careful, big drop ahead",alert,you,danger,none,train
Do You guys want food?,question,you,need,food,train
You all need bathroom,statement,you,need,bathroom,train
Do you need bluewidget?,question,you,need,unknown_concept,test
I'm heading to the school.,statement,me,move,school,train
Mind the bus,alert,you,danger,bus,test
Are You guys gonna the garden?,question,you,move,garden,train
We don't need food,statement,me,need,food,train
I'm out of bathroom.,statement,me,need,bathroom,train
D'you need the flash drive?,question,you,need,unknown_concept,validation
Could you grab my wallet?,request,you,need,wallet,train
They are painting.,statement,other,do,none,train
They is tired,statement,other,feel,tired,train
Alright,statement,me,communicate,none,train
Tap twice if yes.,request,you,communicate,none,train
He needs a power bank.,statement,other,need,unknown_concept,test
"Uh, is she okay?",question,other,feel,none,train
You watching something?,question,you,do,none,train
Your dad isn't tired,statement,other,feel,tired,train
My mom is making coffee.,statement,other,do,none,train
Do You guys need keys,question,you,need,keys,train
I don't need bathroom.,statement,me,need,bathroom,train
"Okay, i'm walking to the train.",statement,me,move,train,train
"So, i'm not feeling well.",statement,me,feel,none,train
Does Your dad need food,question,other,need,food,validation
Are you going to the clinic,question,you,move,unknown_concept,train
"So, you all need medicine.",statement,you,need,medicine,train
They agree.,statement,other,communicate,none,train
"Well, take me to the home.",request,me,move,home,train
My dad is washing dishes,statement,other,do,none,train
"Um, are you going to the market?",question,you,move,unknown_concept,train
Are you goin' to the depot?,question,you,move,unknown_concept,train
"Um, go to the car.",request,you,move,car,train
Have you got any water,question,you,need,water,train
The fenwick device,statement,me,communicate,unknown_concept,train
My dad doesn't need phone.,statement,other,need,phone,train
Your dad is cooking,statement,other,do,none,train
My dad is confused,statement,other,communicate,none,train
Please bring me painkillers,request,me,need,painkillers,train
My apologies,statement,me,communicate,none,train
My name is here on this card.,statement,me,communicate,name,train
Do you need the remote control,question,you,need,unknown_concept,validation
"Okay, they isn't tired.",statement,other,feel,tired,train
I really need phone,request,me,need,phone,train
"Uh, i'm out of bathroom.",statement,me,need,bathroom,train
I'm going to the workshop,statement,me,move,unknown_concept,train
He's going to the park.,statement,other,move,unknown_concept,train
Are You guys ready,question,you,communicate,none,train
Could you fetch some keys,request,you,need,keys,train
I think there's a stairs nearby.,alert,me,danger,stairs,train
You guys need painkillers,statement,you,need,painkillers,train
"Um, we want to go to the train.",statement,me,move,train,train
Me am walking to the hospital.,statement,me,move,hospital,test
"So, me go to the car.",statement,me,move,car,validation
"Okay, would you mind getting my bathroom?",request,you,need,bathroom,train
I'd really appreciate some keys,request,me,need,keys,train
My dad is heading to the car.,statement,other,move,car,validation
Me am going to the hospital,statement,me,move,hospital,train
This isn't safe,alert,you,danger,none,train
"Uh, he is checking messages.",statement,other,do,none,train
My dad is going to the bus,statement,other,move,bus,train
He is going to the bus,statement,other,move,bus,train
Give me a signal,request,you,communicate,none,train
"Don't go that way, it's dangerous",alert,you,danger,none,train
you need the power bank?,question,you,need,unknown_concept,validation
He's gonna do this again.,statement,other,do,none,train
Let me think about it.,request,you,communicate,none,train
My mom is gonna the train.,statement,other,move,train,train
Are You all goin' to the garden?,question,you,move,garden,train
I'm going somewhere.,statement,me,move,none,train
"Okay, your dad is watering plants.",statement,other,do,none,train
Your dad needs wallet,statement,other,need,wallet,train
I'm exercising,statement,me,do,none,train
Are you still working?,question,you,do,none,train
"Well, your dad doesn't need food.",statement,other,need,food,train
Fetch my water,request,me,need,water,train
Me want something.,request,me,need,none,validation
Your dad is heading to the garden,statement,other,move,garden,train
you want keys?,question,you,need,keys,test
D'you need wallet?,question,you,need,wallet,test
You guys are tired,statement,you,feel,tired,train
There's a pole ahead,alert,you,danger,pole,validation
My dad isn't going anywhere.,statement,other,move,none,train
"Okay, what is that you're doing?",question,you,do,none,test
Be careful of the fire,alert,you,danger,fire,train
We want to go to the hospital.,statement,me,move,hospital,train
Are You all gonna the train?,question,you,move,train,train
Do You all want painkillers,question,you,need,painkillers,train
Give me the resistor.,request,me,need,unknown_concept,test
Me need water,request,me,need,water,train
Do You all mind if I ask something?,question,you,communicate,none,train
She doesn't need medicine,statement,other,need,medicine,train
Give me the painkillers,request,me,need,painkillers,train
I'm cleaning up,statement,me,do,none,train
"Um, we're not going to the train.",statement,me,move,train,test
My dad is heading to the train,statement,other,move,train,train
Me want to go to the restaurant.,statement,me,move,restaurant,test
"So, are You all sure?",question,you,communicate,none,test
Your dad is heading to the office,statement,other,move,office,train
You guys don't need phone.,statement,you,need,phone,train
Me am heading to the restaurant.,statement,me,move,restaurant,train
D'you want anything?,question,you,need,none,train
She is charging my phone.,statement,other,do,none,train
Me don't need medicine,statement,me,need,medicine,train
"Uh, give me the food.",request,me,need,food,train
You all aren't tired,statement,you,feel,tired,train
I am going to look into it.,statement,me,do,none,train
He is sick.,statement,other,feel,sick,train
He is watching something.,statement,other,do,none,train
Your dad is going to the home,statement,other,move,home,train
Please bring me painkillers.,request,me,need,painkillers,train
Me am working.,statement,me,do,none,train
Your dad needs water.,statement,other,need,water,train
"Uh, me am sad.",statement,me,feel,sad,train
"Okay, i'm heading to the library.",statement,me,move,unknown_concept,train
He said hello,statement,other,communicate,none,train
Me am not goin' to the school.,statement,me,move,school,train
Have you got any painkillers,question,you,need,painkillers,train
Let's go to the train,request,me,move,train,train
I could use some painkillers,request,me,need,painkillers,train
She is heading to the garden,statement,other,move,garden,train
My dad is writing.,statement,other,do,none,train
Are you going to the observatory,question,you,move,unknown_concept,train
You going to quombat?,question,you,move,unknown_concept,train
I am going to tell her,statement,me,do,none,train
Please explain again.,request,you,communicate,none,train
Can you help,request,you,communicate,none,train
"Uh, can you describe what's happening?",request,you,communicate,none,train
You all aren't happy.,statement,you,feel,happy,train
Your dad should watch out,alert,other,danger,none,train
My mom needs water,statement,other,need,water,train
What is your father's name?,question,you,communicate,name,train
My mom is going to the office.,statement,other,move,office,train
Absolutely not,statement,me,communicate,none,train
"Stop right there, train",alert,you,danger,train,train
Car,statement,me,communicate,car,test
We're walking to the office,statement,me,move,office,train
I understand.,statement,me,communicate,none,train
D'you mind if I ask something?,question,you,communicate,none,train
There is a bluewidget ahead.,alert,you,danger,unknown_concept,train
Now I understand.,statement,me,communicate,none,train
Yes.,statement,me,communicate,none,train
"Look out, car ahead!",alert,you,danger,car,test
My mom said hello.,statement,other,communicate,none,train
D'you need the soldering iron?,question,you,need,unknown_concept,validation
Not really,statement,me,communicate,none,train
Me am not feeling well,statement,me,feel,none,train
You all are happy.,statement,you,feel,happy,train
"He's near the fire, be careful",alert,other,danger,fire,train
I'm heading to quombat,statement,me,move,unknown_concept,test
She's going to read for a while,statement,other,do,none,train
Your dad is setting the table,statement,other,do,none,train
They isn't going anywhere,statement,other,move,none,train
Go left.,request,you,move,left,train
Do You guys want keys,question,you,need,keys,test
Who else is here?,question,you,communicate,none,train
We're going to the car,statement,me,move,car,train
"So, the pole is very close.",alert,you,danger,pole,train
"Uh, do you need the wrench?",question,you,need,unknown_concept,validation
Could you tell me the time?,request,you,communicate,time,validation
Did you finish that?,question,you,do,none,test
We don't need medicine.,statement,me,need,medicine,train
We really need food.,request,me,need,food,test
What did I just do,question,me,do,none,train
"We need water, please.",request,me,need,water,train
"Okay, are you leaving?",question,you,move,none,train
He is going to the school.,statement,other,move,school,train
Me really need bathroom,request,me,need,bathroom,test
I'm cold.,statement,me,feel,cold,train
Do you need the circuit board,question,you,need,unknown_concept,validation
They is heading to the train.,statement,other,move,train,train
I'm not gonna the bus.,statement,me,move,bus,test
"So, is Your dad cold?",question,other,feel,cold,train
She is goin' to the train.,statement,other,move,train,train
I'm going to the airport.,statement,me,move,unknown_concept,train
We really need phone.,request,me,need,phone,train
We're going to the train.,statement,me,move,train,train
Are you busy?,question,you,do,none,train
Could you write that down?,request,you,communicate,none,train
You all aren't sick,statement,you,feel,sick,train
"Okay, he is leaving.",statement,other,move,none,train
"Okay, me really need water.",request,me,need,water,test
Give me my painkillers,request,me,need,painkillers,train
I'm going to ask him,statement,me,do,none,train
I need a flash drive,request,me,need,unknown_concept,train
Do you need the breadboard,question,you,need,unknown_concept,validation
D'you know my name?,question,you,communicate,name,train
He's going to take a break,statement,other,do,none,train
Me am going to the restaurant,statement,me,move,restaurant,train
I'm not goin' to the hospital.,statement,me,move,hospital,train
My mom doesn't need water.,statement,other,need,water,train
Are You all still there?,question,you,communicate,none,train
You're wrong,statement,me,communicate,none,train
You're right,statement,me,communicate,none,train
Would You guys like medicine,question,you,need,medicine,train
Do You guys need medicine,question,you,need,medicine,train
you need the breadboard?,question,you,need,unknown_concept,validation
My mom isn't tired,statement,other,feel,tired,train
I'm doing laundry.,statement,me,do,none,train
"Okay, she's going to help you.",statement,other,do,none,train
"Um, they is heading to the hospital.",statement,other,move,hospital,train
Does They need phone?,question,other,need,phone,train
